Brand,Model,ISOFIX Base Required,ISOFIX Base,Type,Group,Child weight,Child Height,i-Size compliant,Swivel,Direction of travel,Forward facing,Rear-facing,Sideways,ISOFIX,Image URL,ERF,Advanced SIP,Travel system,Seat Weight [kg],Width [mm],Height [mm],Depth [mm],Angle,Mamas&Papas,UberKids,Amazon,Kiddies Kingdom,Manual,2nd Manual,3rd Manual,4th Manual,Video Instruction,2nd Video Instruction,Car Fitting List,ADAC Ranking,TCS Ranking,OAMTC Ranking,Which? Ranking,RRP,UK Availability,Price Range,Expiry [Years],Origin,Brand logo,Brand website,Awards,Fabrics,Patent claims,UV Canopy,Swedish Plus Test,Aircraft Approved
Cozy N Safe,Sinai,No,,Infant/Toddler Car Seat,0+/1,0 - 18 kgs,,No,No,Rear-facing & forward facing,Yes,Yes,No,No,https://lothydra.sirv.com/Cozy%20N%20Safe/EST%20586/1.jpg?quality=75&scale.option=fill&scale.width=1600,No,No,,6,460,630,530,,,,,,https://docs.wixstatic.com/ugd/d6ea94_c5f54080bb1346c19001ab7b24bf00b4.pdf,,,,,,,,,,,120.00,No,Between 100 and 300,,UK,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAT4AAACfCAMAAABX0UX9AAAAe1BMVEX///8AAACEhIRycnLOzs6hoaHS0tL5+fn8/PzLy8vf39/q6urt7e3w8PB1dXXj4+NYWFg3NzdRUVGVlZWtra1ra2tKSkq8vLzY2NhdXV3BwcFERESIiIinp6d/f3+RkZFmZmYtLS0gICATExMWFhY1NTUmJiYLCws9PT0GFccaAAAGw0lEQVR4nO2biZKiOhSGOdLIpqACsoh7t/r+T3gTkDUJTHc5hXP7/6rGcRKUw0/OFhxNAwAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAPC/JdlHZ+LcTkYytTH/GM6BaHuME8d3kjjYEHlQ8I9JthTZZmvA+tDp8TGZPf8Uy4jypTBqBrRaTGDNEz/LzPGj3oCskclNsiybu89/mRHFUxnlx7EdTnXy7xDQ08xYp4pTbBVDGR0msio0w8wXXeLt0Mnnf5lH6lK684LSacyKzaObvL98HhU2hiRi8AnzMo1+lsHcd5IzfweDeNgzVxL1iHZcWZNm05iW+NOc9xvMiVd37kWqHtHd4bPT5Y83x6I9e11cFeoxuH4xvX8MmoTZg71YZ7V6dOfKpaeJ7XxP3CLpRgPqEW00nn7fu4Fb7qM0zefKeSc4padAFUpnNXkuhHnz0C0+ba/pJPRI46VdRdgkkCio33L3zjedrwwjZo2rKTFsxUTYmHocuIzD94JtTncvyLf05Uin3Q2t8+BwplQeg/QK70Riob6nduvqturgZRHZmsDHBmrNnGb9mXz5tW4dq3GYtTd1Ql7STjGjX7zKVqEctyitJqPvtBvmjcq7tYgkV8/WC61K453tmBPpMrsjavWO60fzfs/fh22d6jVntOQL2FFpXn8qLAa4WaqGZE+kcBTPGzD+ZxHCujXXHAbifELN4EFlV4ktnbaujevNqLUJsON+eWt0sgztLpGP2FHZtfrQsjbHV3X052AtumaBpw9YT+rgNYD+OThtdW5yeh46luRW+2X/oPE4lzXDJrHw1ZHpy7dl8tlctCrUhTRyPex0rnGXT71evmRkzQYdc02pez/JVVcWUhlUl5S3Rm1+uNGWb7fTVhL5eJA7V9E8Xw+ay484s1gpl+L18kWr4fmeXoF6+fmkSnjaqVwN686lG/zM7W5N21LmSuTjpzxUPmCMrj6eq7dynV4unznSEdm9it8lZcHwFam/5s7n8u536dzVqSsfaUdRPrKYatXGwWgLZ/NMFZM0ML5cvmSkIQouvYGryvpw6JscdtF2O/AxUoPfvZ58x7KQ6crHElJcr/rZSLSJuNCKVfFy+WKyBucP/e2iIl1KGIyKXNx5v1B7hLyg68lHi1iUj0VOu0lwOh3m6jtlliHE20qvpv5KibHN+f68xQ4VOaq2tV8pbRTynUZCuk6P3sg65K7Ylm/DXtJCREG+j1bIs9kRl0Bx22NyGYuMZI9JvNXcLpGEINp/PCeHV1SbTB4kag6b3sBDLp+85GshJsNtqLX6jEo+sn2ZfNmt/VHTDa+KE26qDxmSyWHn/UHZ7KtTQcG+n+h6AawezqXDDaJ8J17/ivLduIt15WPOFPbXrpZKfcyluWUyWAqSzL6+cBkOWSy1dOV15IFBWfLViPLNeFw4C/KxZcP++B1dWQoT07q0aatTnStbTK+Xb6wMvXc7iYM0JDvqkq9ClC/kZ/ZE+cgMu/IV9aHYTgaydumz9tmdpL99vXzLkSvv1iOu3Hd3p9HziPI5ZYEmyhdpt458PNpKrAwlRUPSZIxY4hB/oec1RpLHo5081tIeZbDkeyLpo/hIu/CrW5AkObblc3mIFqWS+U0700lKv78gn3a61hd/kOy4LOhUvbU2d5nUS1IUM92vEawr9tx0iXxnzWmlDq5IUMviVO9cae3WkszrFw1saKAx+ql87Ar2hSofa2nu9u+fpcfGdJGuski1O9lmKVpX1HKORD52O1rDfLf1s5ZlQV+FkTZJHKFThs3F0m9Yvp8+EciI1hELPLrcja2caBs9SLEf1ey2E6kDwYLE30td+fppHnWwWqTCapyX5yq75btmSp9pStLN5m1HHhJ8KTqpzNM6NdRYFdZnHszyeKATivP8mCmK8eSjQV2wW7b49UXL01TOq+Zx79e2fsur43VHCH8/y0OpsXZnvTnCchJH2h9uruL9H5AX3HnQ7KxeAb5Axxrz30q5Hdb/cVAbnl2skdL+9xIVvdhMqV4Ry1IxhYIC615kAEOhXl5O/hu/8pwCt9wZsaXqFdVK9aAEyHg+B+XFUT/sFYsuHG+nfzUOlb39Mri3xcvLGiT/aS/wa1jeLs86y9l7u8/r50Ov/lfM4jG2Cwt45s2l2SGgoRYfVCQ7OvZ3vZcBneG4f8jHhrZ7p1qDlh9uaCd/LACkuAbrc2+ryIvSG9FO+WtCoMSJgzzPg/i9f0wKAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA4Kf8B/rCSmtKX9OlAAAAAElFTkSuQmCC",,,,,No,No,No
Cozy N Safe,Snowdon,No,,Infant Car Seat,0+,0 - 13 kgs,,No,No,Rear-facing,No,Yes,No,No,https://lothydra.sirv.com/Cozy%20N%20Safe/EST%20323/1.jpg?quality=75&scale.option=fill&scale.width=1800,No,No,,3.5,420,340,670,,,https://www.awin1.com/cread.php?awinmid=6412&awinaffid=560807&clickref=UK_CS_CozyNSafe_Snowdon_allcolours&p=https%3A%2F%2Fwww.uberkids.com%2Fuk%2Fcozy-n-safe-snowdon-group-0-infant-carrier-czyest-402-snowdonb-m%2F,https://amzn.to/2CGe779,https://www.awin1.com/cread.php?awinmid=2191&awinaffid=560807&clickref=KK_CS_CozyNSafe_all_allcolours&p=https%3A%2F%2Fwww.kiddies-kingdom.com%2F306_cozy-n-safe%3Fall%3D1,https://docs.wixstatic.com/ugd/d6ea94_b03aa16726d04074be92c8626b892737.pdf,,,,,,,,,,,55.00,Yes,Under 100,,UK,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAT4AAACfCAMAAABX0UX9AAAAe1BMVEX///8AAACEhIRycnLOzs6hoaHS0tL5+fn8/PzLy8vf39/q6urt7e3w8PB1dXXj4+NYWFg3NzdRUVGVlZWtra1ra2tKSkq8vLzY2NhdXV3BwcFERESIiIinp6d/f3+RkZFmZmYtLS0gICATExMWFhY1NTUmJiYLCws9PT0GFccaAAAGw0lEQVR4nO2biZKiOhSGOdLIpqACsoh7t/r+T3gTkDUJTHc5hXP7/6rGcRKUw0/OFhxNAwAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAPC/JdlHZ+LcTkYytTH/GM6BaHuME8d3kjjYEHlQ8I9JthTZZmvA+tDp8TGZPf8Uy4jypTBqBrRaTGDNEz/LzPGj3oCskclNsiybu89/mRHFUxnlx7EdTnXy7xDQ08xYp4pTbBVDGR0msio0w8wXXeLt0Mnnf5lH6lK684LSacyKzaObvL98HhU2hiRi8AnzMo1+lsHcd5IzfweDeNgzVxL1iHZcWZNm05iW+NOc9xvMiVd37kWqHtHd4bPT5Y83x6I9e11cFeoxuH4xvX8MmoTZg71YZ7V6dOfKpaeJ7XxP3CLpRgPqEW00nn7fu4Fb7qM0zefKeSc4padAFUpnNXkuhHnz0C0+ba/pJPRI46VdRdgkkCio33L3zjedrwwjZo2rKTFsxUTYmHocuIzD94JtTncvyLf05Uin3Q2t8+BwplQeg/QK70Riob6nduvqturgZRHZmsDHBmrNnGb9mXz5tW4dq3GYtTd1Ql7STjGjX7zKVqEctyitJqPvtBvmjcq7tYgkV8/WC61K453tmBPpMrsjavWO60fzfs/fh22d6jVntOQL2FFpXn8qLAa4WaqGZE+kcBTPGzD+ZxHCujXXHAbifELN4EFlV4ktnbaujevNqLUJsON+eWt0sgztLpGP2FHZtfrQsjbHV3X052AtumaBpw9YT+rgNYD+OThtdW5yeh46luRW+2X/oPE4lzXDJrHw1ZHpy7dl8tlctCrUhTRyPex0rnGXT71evmRkzQYdc02pez/JVVcWUhlUl5S3Rm1+uNGWb7fTVhL5eJA7V9E8Xw+ay484s1gpl+L18kWr4fmeXoF6+fmkSnjaqVwN686lG/zM7W5N21LmSuTjpzxUPmCMrj6eq7dynV4unznSEdm9it8lZcHwFam/5s7n8u536dzVqSsfaUdRPrKYatXGwWgLZ/NMFZM0ML5cvmSkIQouvYGryvpw6JscdtF2O/AxUoPfvZ58x7KQ6crHElJcr/rZSLSJuNCKVfFy+WKyBucP/e2iIl1KGIyKXNx5v1B7hLyg68lHi1iUj0VOu0lwOh3m6jtlliHE20qvpv5KibHN+f68xQ4VOaq2tV8pbRTynUZCuk6P3sg65K7Ylm/DXtJCREG+j1bIs9kRl0Bx22NyGYuMZI9JvNXcLpGEINp/PCeHV1SbTB4kag6b3sBDLp+85GshJsNtqLX6jEo+sn2ZfNmt/VHTDa+KE26qDxmSyWHn/UHZ7KtTQcG+n+h6AawezqXDDaJ8J17/ivLduIt15WPOFPbXrpZKfcyluWUyWAqSzL6+cBkOWSy1dOV15IFBWfLViPLNeFw4C/KxZcP++B1dWQoT07q0aatTnStbTK+Xb6wMvXc7iYM0JDvqkq9ClC/kZ/ZE+cgMu/IV9aHYTgaydumz9tmdpL99vXzLkSvv1iOu3Hd3p9HziPI5ZYEmyhdpt458PNpKrAwlRUPSZIxY4hB/oec1RpLHo5081tIeZbDkeyLpo/hIu/CrW5AkObblc3mIFqWS+U0700lKv78gn3a61hd/kOy4LOhUvbU2d5nUS1IUM92vEawr9tx0iXxnzWmlDq5IUMviVO9cae3WkszrFw1saKAx+ql87Ar2hSofa2nu9u+fpcfGdJGuski1O9lmKVpX1HKORD52O1rDfLf1s5ZlQV+FkTZJHKFThs3F0m9Yvp8+EciI1hELPLrcja2caBs9SLEf1ey2E6kDwYLE30td+fppHnWwWqTCapyX5yq75btmSp9pStLN5m1HHhJ8KTqpzNM6NdRYFdZnHszyeKATivP8mCmK8eSjQV2wW7b49UXL01TOq+Zx79e2fsur43VHCH8/y0OpsXZnvTnCchJH2h9uruL9H5AX3HnQ7KxeAb5Axxrz30q5Hdb/cVAbnl2skdL+9xIVvdhMqV4Ry1IxhYIC615kAEOhXl5O/hu/8pwCt9wZsaXqFdVK9aAEyHg+B+XFUT/sFYsuHG+nfzUOlb39Mri3xcvLGiT/aS/wa1jeLs86y9l7u8/r50Ov/lfM4jG2Cwt45s2l2SGgoRYfVCQ7OvZ3vZcBneG4f8jHhrZ7p1qDlh9uaCd/LACkuAbrc2+ryIvSG9FO+WtCoMSJgzzPg/i9f0wKAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA4Kf8B/rCSmtKX9OlAAAAAElFTkSuQmCC",,,,,No,No,No
Cozy N Safe,Tambu,No,,Child Car Seat,3,22 - 36 kgs,,No,No,Forward facing,Yes,No,No,No,https://lothydra.sirv.com/Cozy%20N%20Safe/TAM%20001/1.jpg?quality=75&scale.option=fill&scale.width=1600,No,No,,1,450,200,400,,,https://www.awin1.com/cread.php?awinmid=6412&awinaffid=560807&clickref=UK_CS_CozyNSafe_Tambu_allcolours&p=https%3A%2F%2Fwww.uberkids.com%2Fuk%2Fcozy-n-safe-tambu-booster-seat-czytam-001-tambu%2F,https://amzn.to/2HtYYLT,,,,,,,,,,,,,10.00,Yes,Under 100,,UK,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAT4AAACfCAMAAABX0UX9AAAAe1BMVEX///8AAACEhIRycnLOzs6hoaHS0tL5+fn8/PzLy8vf39/q6urt7e3w8PB1dXXj4+NYWFg3NzdRUVGVlZWtra1ra2tKSkq8vLzY2NhdXV3BwcFERESIiIinp6d/f3+RkZFmZmYtLS0gICATExMWFhY1NTUmJiYLCws9PT0GFccaAAAGw0lEQVR4nO2biZKiOhSGOdLIpqACsoh7t/r+T3gTkDUJTHc5hXP7/6rGcRKUw0/OFhxNAwAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAPC/JdlHZ+LcTkYytTH/GM6BaHuME8d3kjjYEHlQ8I9JthTZZmvA+tDp8TGZPf8Uy4jypTBqBrRaTGDNEz/LzPGj3oCskclNsiybu89/mRHFUxnlx7EdTnXy7xDQ08xYp4pTbBVDGR0msio0w8wXXeLt0Mnnf5lH6lK684LSacyKzaObvL98HhU2hiRi8AnzMo1+lsHcd5IzfweDeNgzVxL1iHZcWZNm05iW+NOc9xvMiVd37kWqHtHd4bPT5Y83x6I9e11cFeoxuH4xvX8MmoTZg71YZ7V6dOfKpaeJ7XxP3CLpRgPqEW00nn7fu4Fb7qM0zefKeSc4padAFUpnNXkuhHnz0C0+ba/pJPRI46VdRdgkkCio33L3zjedrwwjZo2rKTFsxUTYmHocuIzD94JtTncvyLf05Uin3Q2t8+BwplQeg/QK70Riob6nduvqturgZRHZmsDHBmrNnGb9mXz5tW4dq3GYtTd1Ql7STjGjX7zKVqEctyitJqPvtBvmjcq7tYgkV8/WC61K453tmBPpMrsjavWO60fzfs/fh22d6jVntOQL2FFpXn8qLAa4WaqGZE+kcBTPGzD+ZxHCujXXHAbifELN4EFlV4ktnbaujevNqLUJsON+eWt0sgztLpGP2FHZtfrQsjbHV3X052AtumaBpw9YT+rgNYD+OThtdW5yeh46luRW+2X/oPE4lzXDJrHw1ZHpy7dl8tlctCrUhTRyPex0rnGXT71evmRkzQYdc02pez/JVVcWUhlUl5S3Rm1+uNGWb7fTVhL5eJA7V9E8Xw+ay484s1gpl+L18kWr4fmeXoF6+fmkSnjaqVwN686lG/zM7W5N21LmSuTjpzxUPmCMrj6eq7dynV4unznSEdm9it8lZcHwFam/5s7n8u536dzVqSsfaUdRPrKYatXGwWgLZ/NMFZM0ML5cvmSkIQouvYGryvpw6JscdtF2O/AxUoPfvZ58x7KQ6crHElJcr/rZSLSJuNCKVfFy+WKyBucP/e2iIl1KGIyKXNx5v1B7hLyg68lHi1iUj0VOu0lwOh3m6jtlliHE20qvpv5KibHN+f68xQ4VOaq2tV8pbRTynUZCuk6P3sg65K7Ylm/DXtJCREG+j1bIs9kRl0Bx22NyGYuMZI9JvNXcLpGEINp/PCeHV1SbTB4kag6b3sBDLp+85GshJsNtqLX6jEo+sn2ZfNmt/VHTDa+KE26qDxmSyWHn/UHZ7KtTQcG+n+h6AawezqXDDaJ8J17/ivLduIt15WPOFPbXrpZKfcyluWUyWAqSzL6+cBkOWSy1dOV15IFBWfLViPLNeFw4C/KxZcP++B1dWQoT07q0aatTnStbTK+Xb6wMvXc7iYM0JDvqkq9ClC/kZ/ZE+cgMu/IV9aHYTgaydumz9tmdpL99vXzLkSvv1iOu3Hd3p9HziPI5ZYEmyhdpt458PNpKrAwlRUPSZIxY4hB/oec1RpLHo5081tIeZbDkeyLpo/hIu/CrW5AkObblc3mIFqWS+U0700lKv78gn3a61hd/kOy4LOhUvbU2d5nUS1IUM92vEawr9tx0iXxnzWmlDq5IUMviVO9cae3WkszrFw1saKAx+ql87Ar2hSofa2nu9u+fpcfGdJGuski1O9lmKVpX1HKORD52O1rDfLf1s5ZlQV+FkTZJHKFThs3F0m9Yvp8+EciI1hELPLrcja2caBs9SLEf1ey2E6kDwYLE30td+fppHnWwWqTCapyX5yq75btmSp9pStLN5m1HHhJ8KTqpzNM6NdRYFdZnHszyeKATivP8mCmK8eSjQV2wW7b49UXL01TOq+Zx79e2fsur43VHCH8/y0OpsXZnvTnCchJH2h9uruL9H5AX3HnQ7KxeAb5Axxrz30q5Hdb/cVAbnl2skdL+9xIVvdhMqV4Ry1IxhYIC615kAEOhXl5O/hu/8pwCt9wZsaXqFdVK9aAEyHg+B+XFUT/sFYsuHG+nfzUOlb39Mri3xcvLGiT/aS/wa1jeLs86y9l7u8/r50Ov/lfM4jG2Cwt45s2l2SGgoRYfVCQ7OvZ3vZcBneG4f8jHhrZ7p1qDlh9uaCd/LACkuAbrc2+ryIvSG9FO+WtCoMSJgzzPg/i9f0wKAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA4Kf8B/rCSmtKX9OlAAAAAElFTkSuQmCC",,,,,No,No,No
Cybex,Aton,No,,Infant Car Seat,0+,0 - 13 kgs,,No,No,Rear-facing,No,Yes,No,Both,"https://images.cybex-online.com/image/upload/f_auto,w_768/cbo/1-aton_1_rumba-red-primary_image_en-en-5b995b3ed9e3f",No,No,,3.5,,,,,,https://www.awin1.com/cread.php?awinmid=6412&awinaffid=560807&clickref=UK_CS_Cybex_Aton_allcolours&p=https%3A%2F%2Fwww.uberkids.com%2Fuk%2Fcybex-aton-group-0-car-seat-780852%2F,https://amzn.to/2RHZdHL,https://www.awin1.com/cread.php?awinmid=2191&awinaffid=560807&clickref=KK_CS_Cybex_Aton_allcolours&p=https%3A%2F%2Fwww.kiddies-kingdom.com%2F235_cybex%2F2511-cybex-aton-car-seats,http://cybex-online.com/media/carseats/aton/manuals/ATON_SG2_ES_PT_EN_SE_NO_FI_DK_SI_HR.pdf,,,,,,http://cybex-online.com/gb/carseats/aton.html,,,,,110.00,Yes,Between 100 and 300,,Germany,http://cybex-online.com/img/logos/logo-cybexclaim.svg,,,,,No,No,No
Cybex,Aton 5,No,,Infant Car Seat,0+,0 - 13 kgs,,No,No,Rear-facing,No,Yes,No,Both,"https://images.cybex-online.com/image/upload/f_auto,w_768/cbo/31-aton-5_134_tropical-blue-primary_image_en-en-5ba33d31333e7",No,Yes,,4.8,,,,,https://www.awin1.com/cread.php?awinmid=6526&awinaffid=560807&clickref=M%26P_CS_generic&p=https%3A%2F%2Fwww.mamasandpapas.com%2Fen-gb%2Fc%2Fcar-seats,https://www.awin1.com/cread.php?awinmid=6412&awinaffid=560807&clickref=UK_CS_Cybex_Aton5_allcolours&p=https%3A%2F%2Fwww.uberkids.com%2Fuk%2Fcybex-aton-5-group-0-car-seat-1215454%2F,https://amzn.to/2SbiyAJ,,http://cybex-online.com/media/carseats/aton5/manuals/ATON5_DE_EN_IT_FR_NL_PL_HU_CZ_SK_ES_PT.pdf,,,,,,http://cybex-online.com/gb/carseats/aton5.html,Good,4 stars,4 stars,,130.00,Yes,Between 100 and 300,,Germany,http://cybex-online.com/img/logos/logo-cybexclaim.svg,,,,,50+ UPF,No,No
Cybex,Aton M ,No,,Infant Car Seat,0+,0 - 13 kgs,,No,No,Rear-facing,No,Yes,No,Both,"https://images.cybex-online.com/image/upload/f_auto,w_768/cbo/41-aton-m_134_tropical-blue-primary_image_en-en-5ba34193a0c22",No,Yes,,4.2,,,,,https://www.awin1.com/cread.php?awinmid=6526&awinaffid=560807&clickref=M%26P_CS_generic&p=https%3A%2F%2Fwww.mamasandpapas.com%2Fen-gb%2Fc%2Fcar-seats,https://www.awin1.com/cread.php?awinmid=6412&awinaffid=560807&clickref=UK_CS_Cybex_AtonM_allcolours&p=https%3A%2F%2Fwww.uberkids.com%2Fuk%2Fcybex-aton-m-group-0-car-seat-1216757%2F,,https://www.awin1.com/cread.php?awinmid=2191&awinaffid=560807&clickref=KK_CS_Cybex_AtonM_allcolours&p=https%3A%2F%2Fwww.kiddies-kingdom.com%2F235_cybex%2F2811-cybex-aton-m-car-seats,http://cybex-online.com/media/carseats/aton-m/manuals/ATONM_DE_EN_IT_FR_NL_PL_HU_CZ_SK_ES_PT.pdf,,,,https://www.youtube.com/watch?v=ET2Wsgtk6L4,,http://cybex-online.com/gb/carseats/atonm.html,,,,,150.00,Yes,Between 100 and 300,,Germany,http://cybex-online.com/img/logos/logo-cybexclaim.svg,,,,,50+ UPF,No,Yes
Cybex,Aton M i-Size,No,,Infant Car Seat,0+,0 - 13 kgs,45 - 87 cm,Yes,No,Rear-facing,No,Yes,No,Both,"https://images.cybex-online.com/image/upload/f_auto,w_768/cbo/43-aton-m-i-size_134_tropical-blue-primary_image_en-en-5c3320e2b795c",No,Yes,,4.2,,,,,https://www.awin1.com/cread.php?awinmid=6526&awinaffid=560807&clickref=M%26P_CS_generic&p=https%3A%2F%2Fwww.mamasandpapas.com%2Fen-gb%2Fc%2Fcar-seats,https://www.awin1.com/cread.php?awinmid=6412&awinaffid=560807&clickref=UK_CS_Cybex_AtonM_i-size_allcolours&p=https%3A%2F%2Fwww.uberkids.com%2Fuk%2Fcybex-aton-m-i-size-car-seat-2004705%2F,https://amzn.to/2AZJEAO,https://www.awin1.com/cread.php?awinmid=2191&awinaffid=560807&clickref=KK_CS_Cybex_AtonM_allcolours&p=https%3A%2F%2Fwww.kiddies-kingdom.com%2F235_cybex%2F2811-cybex-aton-m-car-seats,http://cybex-online.com/media/carseats/aton-m-i-size/manuals/Aton_M_i-Size_DE_EN_IT_FR_NL_PL_HU_CZ_SK_ES_PT.pdf,,,,,,http://cybex-online.com/gb/carseats/atonmisize.html,Good,4 stars,4 stars,,160.00,Yes,Between 100 and 300,,Germany,http://cybex-online.com/img/logos/logo-cybexclaim.svg,,,,,50+ UPF,No,Yes
Cybex,Aton Q,No,,Infant Car Seat,0+,0 - 13 kgs,,No,No,Rear-facing,No,Yes,No,Both,"https://images.cybex-online.com/image/upload/f_auto,w_768/cbo/12-aton-q_21_autumn-gold-primary_image_en-en-5b993b8b9994b",No,Yes,,4.6,,,,,,https://www.awin1.com/cread.php?awinmid=6412&awinaffid=560807&clickref=UK_CS_Cybex_AtonQ_allcolours&p=https%3A%2F%2Fwww.uberkids.com%2Fuk%2Fcybex-aton-q-group-0-car-seat-589960%2F,https://amzn.to/2UbThn3,https://www.awin1.com/cread.php?awinmid=2191&awinaffid=560807&clickref=KK_CS_Cybex_AtonQ_allcolours&p=https%3A%2F%2Fwww.kiddies-kingdom.com%2F235_cybex%2F1909-cybex-aton-q-car-seats,http://cybex-online.com/media/carseats/aton-q/manuals/Aton_Q_DE_EN_IT_FR_NL_PL_HU_CZ_SK_ES_PT.pdf,,,,,,http://cybex-online.com/gb/carseats/atonq.html,Good,,,,175.00,Yes,Between 100 and 300,,Germany,http://cybex-online.com/img/logos/logo-cybexclaim.svg,,,,,50+ UPF,No,No
Cybex,Aton Q i-Size,No,,Infant Car Seat,0+,0 - 13 kgs,45 - 87 cm,Yes,No,Rear-facing,No,Yes,No,Both,https://media.uberkids.com/catalog/product/cache/image/e9c3970ab036de70892d86c6d221abfe/c/y/cybaton-q-i-size-autumn-gold-1.jpg,No,Yes,,4.9,,,,,https://www.awin1.com/cread.php?awinmid=6526&awinaffid=560807&clickref=M%26P_CS_generic&p=https%3A%2F%2Fwww.mamasandpapas.com%2Fen-gb%2Fc%2Fcar-seats,https://www.awin1.com/cread.php?awinmid=6412&awinaffid=560807&clickref=UK_CS_Cybex_AtonQ_i-size_allcolours&p=https%3A%2F%2Fwww.uberkids.com%2Fuk%2Fcybex-aton-q-i-size-1215435%2F,https://amzn.to/2S6iRwr,https://www.awin1.com/cread.php?awinmid=2191&awinaffid=560807&clickref=KK_CS_Cybex_AtonQPlus_i-size_allcolours&p=https%3A%2F%2Fwww.kiddies-kingdom.com%2F235_cybex%2F1913-cybex-aton-q-plus-car-seats,http://cybex-online.com/media/carseats/aton-q-i-size/manuals/ATONQISIZE_DE_EN_IT_FR_NL_PL_HU_CZ_SK_ES_PT.pdf,,,,,,http://cybex-online.com/gb/carseats/atonqisize.html,Good,4 stars,4 stars,,200.00,Yes,Between 100 and 300,,Germany,http://cybex-online.com/img/logos/logo-cybexclaim.svg,,,,,50+ UPF,No,No
Cybex,Cloud Q,No,,Infant Car Seat,0+,0 - 13 kgs,,No,No,Rear-facing,No,Yes,No,Both,"https://images.cybex-online.com/image/upload/f_auto,w_768/cbo/17-cloud-q_21_autumn-gold-primary_image_en-en-5b33a664a93e7",No,Yes,,5.4,,,,,,https://www.awin1.com/cread.php?awinmid=6412&awinaffid=560807&clickref=UK_CS_Cybex_CloudQ_allcolours&p=https%3A%2F%2Fwww.uberkids.com%2Fuk%2Fcybex-cloud-q-car-seat-group-0-727173%2F,,https://www.awin1.com/cread.php?awinmid=2191&awinaffid=560807&clickref=KK_CS_Cybex_CloudQ_designer_allcolours&p=https%3A%2F%2Fwww.kiddies-kingdom.com%2F235_cybex%2F2133-cybex-cloud-q-car-seats,http://cybex-online.com/media/carseats/cloud-q/manuals/CloudQ_DE_EN_IT_FR_NL_PL_HU_CZ_SK_ES_PT.pdf,,,,,,http://cybex-online.com/gb/carseats/cloudq.html,Good,4 stars,4 stars,,220.00,Yes,Between 100 and 300,,Germany,http://cybex-online.com/img/logos/logo-cybexclaim.svg,,,,,50+ UPF,No,No
Cybex,Cloud Z i-Size,No,,Infant Car Seat,0+,0 - 13 kgs,45 - 87 cm,Yes,Yes,Rear-facing,No,Yes,No,Both,"https://images.cybex-online.com/image/upload/f_auto,w_768/cbo/75-cloud-z-i-size_72_autumn-gold-primary_image_en-en-5b966733c34ab",No,Yes,,,,,,,https://www.awin1.com/cread.php?awinmid=6526&awinaffid=560807&clickref=M%26P_CS_generic&p=https%3A%2F%2Fwww.mamasandpapas.com%2Fen-gb%2Fc%2Fcar-seats,https://www.awin1.com/cread.php?awinmid=6412&awinaffid=560807&clickref=UK_CS_Cybex_CloudZ_i-size_allcolours&p=https%3A%2F%2Fwww.uberkids.com%2Fuk%2Fcybex-cloud-z-i-size-car-seat-2004714%2F,,https://www.awin1.com/cread.php?awinmid=2191&awinaffid=560807&clickref=KK_CS_Cybex_CloudZ_allcolours&p=https%3A%2F%2Fwww.kiddies-kingdom.com%2F235_cybex%2F2853-cybex-cloud-z-car-seats,,,,,,,,,,,,225.00,Yes,Between 100 and 300,,Germany,http://cybex-online.com/img/logos/logo-cybexclaim.svg,,,,,50+ UPF,No,No
Cybex,Juno 2-Fix,No,,Toddler Car Seat,1,9 - 18 kgs,,No,No,Forward facing,Yes,No,No,Yes,"https://images.cybex-online.com/image/upload/f_auto,w_768/cbo/2-juno-2-fix_1_rumba-red-primary_image_en-en-5b0bf8d9933d9",No,Yes,,6.7,,,,,,,https://amzn.to/2RNYHYT,https://www.awin1.com/cread.php?awinmid=2191&awinaffid=560807&clickref=KK_CS_Cybex_Juno2Fix_allcolours&p=https%3A%2F%2Fwww.kiddies-kingdom.com%2F235_cybex%2F2848-cybex-juno-2-fix-car-seat,http://cybex-online.com/media/carseats/juno-2-fix/manuals/JUNO2FIX_EN_RU_UA_EE_LV_LT_TR.pdf,,,,,,http://cybex-online.com/gb/carseats/juno2fix.html,Very Good,,,,140.00,Yes,Between 100 and 300,,Germany,http://cybex-online.com/img/logos/logo-cybexclaim.svg,,,,,No,No,No
